id,Co.name,typename,type,color,popCng,medHome,houseBuilt,miles,hhIncome,nhWhite,uninsured,someColl,health
21099,"Hart Co., Ky.",Evangelical Hubs,4,82477F,716,90200,1981,744,38182,91.62979154,7.435358971,42.76488878,24.14548982
21105,"Hickman Co., Ky.",Evangelical Hubs,4,82477F,-481,70200,1976,415,40902,86.39380531,6.523681859,43.97515528,22.77264419
21107,"Hopkins Co., Ky.",Evangelical Hubs,4,82477F,-1850,96600,1974,1036,44419,88.53491997,5.770167181,53.40704783,21.2736224
21121,"Knox Co., Ky.",Evangelical Hubs,4,82477F,-584,76900,1984,743,28586,95.81451949,6.727308681,38.967198,28.18138414
21123,"Larue Co., Ky.",Evangelical Hubs,4,82477F,118,107300,1979,456,45288,91.6437874,6.510393631,55.55888523,21.27849876
21125,"Laurel Co., Ky.",Evangelical Hubs,4,82477F,1820,102000,1988,1186,39830,95.66756406,6.492125589,47.7933541,22.17441767
21137,"Lincoln Co., Ky.",Evangelical Hubs,4,82477F,-92,96100,1987,662,39347,94.23863265,7.463365336,45.88315682,23.06737173
21141,"Logan Co., Ky.",Evangelical Hubs,4,82477F,157,105400,1975,948,47174,88.62158167,6.688637208,53.66349008,21.07759019
21145,"McCracken Co., Ky.",Evangelical Hubs,4,82477F,-215,134100,1975,865,48994,83.42892101,5.721483932,63.09462916,18.39863042
21149,"McLean Co., Ky.",Evangelical Hubs,4,82477F,-288,96800,1977,436,44574,96.2286708,6.648199446,56.54048874,18.82645592
21155,"Marion Co., Ky.",Evangelical Hubs,4,82477F,-419,100400,1980,514,46125,87.419438,5.842296188,44.83690006,22.02841624
21161,"Mason Co., Ky.",Evangelical Hubs,4,82477F,-340,111200,1974,453,45608,89.30359846,5.735230703,58.37150127,22.00771283
21167,"Mercer Co., Ky.",Evangelical Hubs,4,82477F,457,139900,1974,463,47611,90.91120301,6.333275653,57.18487395,19.87308515
21169,"Metcalfe Co., Ky.",Evangelical Hubs,4,82477F,-76,75200,1981,568,33139,94.79568616,7.182731671,45.53686934,25.75733541
21171,"Monroe Co., Ky.",Evangelical Hubs,4,82477F,-245,74500,1977,607,32518,93.23576321,8.858663513,54.89626556,25.445251
21177,"Muhlenberg Co., Ky.",Evangelical Hubs,4,82477F,-725,82000,1976,910,40338,91.91653686,6.390740974,47.85358633,21.26181342
21183,"Ohio Co., Ky.",Evangelical Hubs,4,82477F,233,88300,1979,960,43142,93.96245141,6.09553531,47.55477651,21.29729535
21187,"Owen Co., Ky.",Evangelical Hubs,4,82477F,43,99100,1981,476,48362,94.69577334,5.966913862,44.25216316,19.5264042
21197,"Powell Co., Ky.",Evangelical Hubs,4,82477F,-171,79800,1980,341,35817,95.8622919,6.573138428,41.86557789,23.3093141
21199,"Pulaski Co., Ky.",Evangelical Hubs,4,82477F,1562,109100,1984,1732,36295,94.14731028,6.162595925,52.57604377,22.42069049
21203,"Rockcastle Co., Ky.",Evangelical Hubs,4,82477F,-306,80800,1988,652,36756,97.22721284,6.367647059,46.02739726,21.41492203
21213,"Simpson Co., Ky.",Evangelical Hubs,4,82477F,1199,130500,1979,515,47542,85.19438922,5.395878525,50.86782377,19.86778553
21217,"Taylor Co., Ky.",Evangelical Hubs,4,82477F,1049,106700,1979,606,41087,89.15279523,6.247433265,54.64153602,23.90840747
21219,"Todd Co., Ky.",Evangelical Hubs,4,82477F,-152,94800,1973,577,43512,86.59642245,8.173172182,51.00738751,21.20536472
21221,"Trigg Co., Ky.",Evangelical Hubs,4,82477F,314,119500,1987,867,47963,88.10578787,6.704113064,61,19.45765468
21225,"Union Co., Ky.",Evangelical Hubs,4,82477F,-502,83100,1973,607,46708,82.19934551,6.794480988,46.08425219,22.78984819
21229,"Washington Co., Ky.",Evangelical Hubs,4,82477F,367,105600,1983,461,49750,87.42371763,7.348865852,49.01812689,20.51161541
21233,"Webster Co., Ky.",Evangelical Hubs,4,82477F,-510,80800,1974,618,42968,88.423721,7.833068808,44.03584672,22.69905357
21235,"Whitley Co., Ky.",Evangelical Hubs,4,82477F,609,83800,1982,910,33809,95.91318275,6.132108304,55.0800194,24.53603343
22011,"Beauregard Parish, La.",Evangelical Hubs,4,82477F,1599,115200,1985,1272,51422,80.35095321,13.09054792,47.28249421,18.56254144
22021,"Caldwell Parish, La.",Evangelical Hubs,4,82477F,-169,67800,1982,605,39863,78.99497487,13.3443793,38.02296965,20.74384998
22025,"Catahoula Parish, La.",Evangelical Hubs,4,82477F,-799,78700,1979,597,32380,65.87341772,13.73419424,39.20029895,21.39091362
22041,"Franklin Parish, La.",Evangelical Hubs,4,82477F,-611,83200,1976,926,32485,65.29121422,15.0138164,36.96702374,22.50641711
22049,"Jackson Parish, La.",Evangelical Hubs,4,82477F,-370,84400,1976,702,38893,67.60065632,12.73965691,36.64856861,21.73082037
22059,"LaSalle Parish, La.",Evangelical Hubs,4,82477F,27,76700,1980,713,44125,82.58889707,11.897302,38.14589666,21.23787679
22085,"Sabine Parish, La.",Evangelical Hubs,4,82477F,-201,84200,1986,1133,40021,67.79498709,15.06147005,45.13355287,20.14506764
22111,"Union Parish, La.",Evangelical Hubs,4,82477F,-444,88700,1982,1332,40395,68.81396482,12.87737712,37.06624606,20.15482964
22123,"West Carroll Parish, La.",Evangelical Hubs,4,82477F,-622,79400,1975,641,37759,78.89991804,13.75955525,33.27325162,20.92011954
22127,"Winn Parish, La.",Evangelical Hubs,4,82477F,-1179,72700,1978,1121,39474,64.87317448,12.12969217,35.12807109,23.10951252
28003,"Alcorn Co., Miss.",Evangelical Hubs,4,82477F,-135,86100,1979,876,39528,82.82988444,14.18199901,58.38570956,20.68293651
28019,"Choctaw Co., Miss.",Evangelical Hubs,4,82477F,-273,77200,1980,663,37561,67.03309978,13.69736233,58.67136978,22.96507862
28023,"Clarke Co., Miss.",Evangelical Hubs,4,82477F,-1128,72000,1982,930,38840,63.20444781,14.82674629,52.93155168,19.00273202
28037,"Franklin Co., Miss.",Evangelical Hubs,4,82477F,-330,74700,1979,676,38370,63.19381842,13.83537653,47.77965149,20.71065021
28039,"George Co., Miss.",Evangelical Hubs,4,82477F,1671,98200,1985,708,51185,86.98431145,13.7715736,43.93491124,16.82551594
28041,"Greene Co., Miss.",Evangelical Hubs,4,82477F,-809,80700,1982,808,44337,72.86624204,15.05841627,40.11259676,16.7597813
28057,"Itawamba Co., Miss.",Evangelical Hubs,4,82477F,116,87000,1982,963,45718,89.85451761,15.49242628,54.35952637,19.05321849
28077,"Lawrence Co., Miss.",Evangelical Hubs,4,82477F,-474,89100,1981,671,38446,64.74729099,15.35845849,56.32306057,21.44183642
28079,"Leake Co., Miss.",Evangelical Hubs,4,82477F,-1040,80800,1982,973,36031,46.86330619,19.34026984,46.93989071,25.11483308
28091,"Marion Co., Miss.",Evangelical Hubs,4,82477F,-2370,78500,1980,931,28967,65.10032311,15.89914462,50.48185031,23.76256616
28099,"Neshoba Co., Miss.",Evangelical Hubs,4,82477F,-560,80400,1980,1070,38728,58.36766659,17.32264334,52.47910061,24.84298915
28109,"Pearl River Co., Miss.",Evangelical Hubs,4,82477F,-365,122900,1991,1347,47757,81.96309028,14.26821245,56.35072603,18.69169581
28115,"Pontotoc Co., Miss.",Evangelical Hubs,4,82477F,1876,102100,1985,911,45396,76.82996207,16.07502424,55.68546833,19.57789333
28117,"Prentiss Co., Miss.",Evangelical Hubs,4,82477F,39,90500,1978,873,36654,82.70060568,15.63900787,53.23463148,23.48858358
28123,"Scott Co., Miss.",Evangelical Hubs,4,82477F,27,71500,1983,950,37201,49.67276566,19.23675685,40.37082149,26.01848522
28129,"Smith Co., Miss.",Evangelical Hubs,4,82477F,-489,79700,1984,879,42517,73.70319692,14.90640166,51.51941474,20.71841117
28139,"Tippah Co., Miss.",Evangelical Hubs,4,82477F,-237,86000,1983,836,39695,76.90837089,15.56347683,54.98281787,22.28910624
28141,"Tishomingo Co., Miss.",Evangelical Hubs,4,82477F,-147,82700,1979,863,35031,93.22996623,15.26524252,44.83069977,20.17372922
28145,"Union Co., Miss.",Evangelical Hubs,4,82477F,1472,92500,1982,787,46979,78.11318112,16.6051504,49.70735786,18.96066886
28153,"Wayne Co., Miss.",Evangelical Hubs,4,82477F,-449,80100,1984,990,36339,57.09674264,15.13791271,42.76880112,22.20039431
28155,"Webster Co., Miss.",Evangelical Hubs,4,82477F,-461,77400,1979,612,39479,77.99283154,13.90728477,56.39458752,20.32964833
29009,"Barry Co., Mo.",Evangelical Hubs,4,82477F,283,112600,1979,1567,40765,85.26970954,16.28917047,45.41543426,22.36214778
29023,"Butler Co., Mo.",Evangelical Hubs,4,82477F,-155,104600,1980,1366,39642,88.53185206,13.10881132,59.05262115,23.3869477
29053,"Cooper Co., Mo.",Evangelical Hubs,4,82477F,-1,128900,1974,927,48851,88.03559284,10.79815752,54.01746725,17.52670075
29065,"Dent Co., Mo.",Evangelical Hubs,4,82477F,-215,107300,1977,976,35445,94.25710594,15.54477799,41.60891835,20.18712227
29069,"Dunklin Co., Mo.",Evangelical Hubs,4,82477F,-2530,69500,1970,1271,33721,80.54052259,13.86965961,49.96387805,25.77870077
29079,"Grundy Co., Mo.",Evangelical Hubs,4,82477F,-347,85100,1969,802,40305,94.3712936,12.1414791,51.69216504,19.00547625
29083,"Henry Co., Mo.",Evangelical Hubs,4,82477F,-478,92200,1974,1195,43615,93.64121927,11.73034512,53.93765382,19.22504334
29097,"Jasper Co., Mo.",Evangelical Hubs,4,82477F,3245,112700,1978,1908,46611,84.12703694,13.21953475,58.14934339,20.40574275
29105,"Laclede Co., Mo.",Evangelical Hubs,4,82477F,142,112700,1984,1236,45267,93.47685015,13.13693437,47.12684788,21.77641485
29107,"Lafayette Co., Mo.",Evangelical Hubs,4,82477F,-772,122600,1973,1292,51745,92.10502129,10.56885771,54.71004628,16.85258714
29109,"Lawrence Co., Mo.",Evangelical Hubs,4,82477F,-282,98000,1976,1438,42856,89.24910236,13.87285101,50.11423349,20.1000256
29117,"Livingston Co., Mo.",Evangelical Hubs,4,82477F,-49,106000,1970,944,45448,92.084624,13.02176576,49.27609855,17.3938722
29131,"Miller Co., Mo.",Evangelical Hubs,4,82477F,584,126500,1982,1066,42042,94.8866339,12.99241861,52.91814947,18.77925674
29135,"Moniteau Co., Mo.",Evangelical Hubs,4,82477F,516,118400,1973,791,49452,89.42289734,15.01753814,46.10792741,16.797343
29143,"New Madrid Co., Mo.",Evangelical Hubs,4,82477F,-1664,74500,1974,1086,38542,79.86577181,12.46077679,44.1949355,24.99462966
29145,"Newton Co., Mo.",Evangelical Hubs,4,82477F,148,118200,1981,1522,49161,85.99759822,14.48135937,56.91462074,17.95469297
29159,"Pettis Co., Mo.",Evangelical Hubs,4,82477F,341,111400,1970,1386,44867,84.67738146,13.21020684,54.95035188,19.2208015
29163,"Pike Co., Mo.",Evangelical Hubs,4,82477F,-11,106500,1973,974,44040,88.01637314,12.94838807,44.87867726,18.65343273
29175,"Randolph Co., Mo.",Evangelical Hubs,4,82477F,-651,93800,1972,924,47327,88.71517338,11.33408252,55.12254529,20.62165626
29187,"St. Francois Co., Mo.",Evangelical Hubs,4,82477F,1325,110200,1979,1119,41708,91.77123154,10.80971905,50.55112125,20.13294066
29195,"Saline Co., Mo.",Evangelical Hubs,4,82477F,-475,96700,1967,1312,43235,80.67078553,12.55408823,52.78388278,20.72497838
29201,"Scott Co., Mo.",Evangelical Hubs,4,82477F,-730,103300,1976,859,42581,83.5214447,11.17615416,51.61819375,22.55067013
29217,"Vernon Co., Mo.",Evangelical Hubs,4,82477F,-633,97100,1976,1479,41284,94.00596957,13.36609337,53.63951473,20.17101441
29229,"Wright Co., Mo.",Evangelical Hubs,4,82477F,-437,89500,1979,1113,33191,95.13938138,15.76184556,36.95423461,23.89011047
30083,"Richland Co., Mont.",Evangelical Hubs,4,82477F,1167,213000,1974,1431,63343,88.96639188,8.659691081,59.33195592,12.20346719
31073,"Gosper Co., Nebraska",Evangelical Hubs,4,82477F,-48,116300,1967,669,54787,91.32149901,8.408796895,63.83561644,11.50769895
37013,"Beaufort Co., North Carolina",Evangelical Hubs,4,82477F,-689,123600,1978,1019,43497,65.76197757,13.01765385,53.73074212,18.66869266
37045,"Cleveland Co., North Carolina",Evangelical Hubs,4,82477F,-387,110500,1979,1432,39911,73.08443093,12.03853565,54.41102643,17.91872094
37071,"Gaston Co., North Carolina",Evangelical Hubs,4,82477F,16752,130700,1979,1620,50016,72.53998965,11.45894927,60.76864119,17.59317568
37111,"McDowell Co., North Carolina",Evangelical Hubs,4,82477F,511,110400,1982,667,42853,87.59051352,13.7035885,57.49467642,19.62462835
37161,"Rutherford Co., North Carolina",Evangelical Hubs,4,82477F,-990,109000,1979,1248,40758,83.2684708,13.9464162,50.94895512,18.55207406
37167,"Stanly Co., North Carolina",Evangelical Hubs,4,82477F,1489,133000,1975,1074,49871,80.67401841,12.04466676,55.95818815,16.08882615
37171,"Surry Co., North Carolina",Evangelical Hubs,4,82477F,-1795,120900,1980,1252,43023,83.85301285,15.04523507,54.81181807,19.9530369
37193,"Wilkes Co., North Carolina",Evangelical Hubs,4,82477F,-753,123700,1978,1429,42453,87.27105693,14.91100685,54.29020224,18.51479604
37197,"Yadkin Co., North Carolina",Evangelical Hubs,4,82477F,-866,127300,1980,770,46885,84.02604966,14.41865086,55.13405924,18.14304545
38057,"Mercer Co., North Dakota",Evangelical Hubs,4,82477F,-157,166200,1977,1137,82991,92.53396338,6.26223092,75.47683924,11.15868451
38105,"Williams Co., North Dakota",Evangelical Hubs,4,82477F,12951,238900,1985,2678,80161,81.02491829,7.566455595,65.1452671,12.30677308
39075,"Holmes Co., Ohio",Evangelical Hubs,4,82477F,1529,183800,1979,1024,61593,97.87064631,19.79246835,19.12160143,16.13851756
40005,"Atoka Co., Oklahoma",Evangelical Hubs,4,82477F,-327,98400,1981,994,38595,71.19608267,21.28590451,42.25188625,22.33623954
40007,"Beaver Co., Oklahoma",Evangelical Hubs,4,82477F,-317,106500,1967,2281,53242,72.43650047,18.62274079,48.7845767,17.83267015
40009,"Beckham Co., Oklahoma",Evangelical Hubs,4,82477F,-410,117100,1978,1486,49784,75.63896664,16.03795023,48.67499239,19.5696361
40013,"Bryan Co., Oklahoma",Evangelical Hubs,4,82477F,4776,98900,1984,1384,41563,71.23426672,17.61416335,59.50647967,20.38977734
40015,"Caddo Co., Oklahoma",Evangelical Hubs,4,82477F,-622,81900,1973,2225,41085,57.16930038,20.62866649,46.55054176,23.58533198
40019,"Carter Co., Oklahoma",Evangelical Hubs,4,82477F,444,109000,1976,1397,45755,69.89416892,16.31643387,51.51989456,19.93438941
40023,"Choctaw Co., Oklahoma",Evangelical Hubs,4,82477F,-531,88800,1980,970,30501,60.77507906,20.93558282,48.71397583,25.39106915
40029,"Coal Co., Oklahoma",Evangelical Hubs,4,82477F,-405,87800,1975,615,37874,68.73449132,19.57446809,50.75376884,20.8154934
40035,"Craig Co., Oklahoma",Evangelical Hubs,4,82477F,-719,96100,1973,1219,39320,63.57925595,18.82704859,49.66963516,21.9973105
40037,"Creek Co., Oklahoma",Evangelical Hubs,4,82477F,1633,112100,1980,1633,47397,76.06409684,15.99484536,49.18462088,18.05086473
40043,"Dewey Co., Oklahoma",Evangelical Hubs,4,82477F,84,86700,1970,1260,48939,82.43132431,17.01352758,46.84052157,18.13508943
40045,"Ellis Co., Oklahoma",Evangelical Hubs,4,82477F,-199,83700,1964,1426,48001,87.16591024,15.06509609,60.38415366,17.47165624
40049,"Garvin Co., Oklahoma",Evangelical Hubs,4,82477F,240,93400,1972,1321,41990,75.5383568,17.92113121,44.93624505,20.43187278
40051,"Grady Co., Oklahoma",Evangelical Hubs,4,82477F,3123,117200,1979,1940,54887,81.49900806,14.14514957,54.74872703,17.68775264
40061,"Haskell Co., Oklahoma",Evangelical Hubs,4,82477F,-99,87500,1984,742,36551,70.23427094,21.05994442,47.02646958,21.90744855
40063,"Hughes Co., Oklahoma",Evangelical Hubs,4,82477F,-668,69400,1972,1031,35875,62.50939708,19.19361613,39.66013825,22.43841808
40067,"Jefferson Co., Oklahoma",Evangelical Hubs,4,82477F,-349,59700,1967,836,36169,77.74543102,17.57339355,45.76523031,21.93466685
40069,"Johnston Co., Oklahoma",Evangelical Hubs,4,82477F,-8,79500,1981,720,40129,69.73779385,17.6611797,52.18074656,22.31939121
40071,"Kay Co., Oklahoma",Evangelical Hubs,4,82477F,-2401,84100,1962,1883,45447,74.5622306,16.37066502,55.54368932,18.040074
40073,"Kingfisher Co., Oklahoma",Evangelical Hubs,4,82477F,791,136200,1975,1689,61728,76.41840577,16.12927815,57.57258697,16.13119738
40075,"Kiowa Co., Oklahoma",Evangelical Hubs,4,82477F,-717,62500,1960,1806,36003,74.36185764,16.65501329,47.36842105,20.86877964
40077,"Latimer Co., Oklahoma",Evangelical Hubs,4,82477F,-923,81100,1980,623,37358,64.93132264,17.94871795,51.69528842,21.89720058
40079,"Le Flore Co., Oklahoma",Evangelical Hubs,4,82477F,-404,87200,1983,1910,38576,71.56300899,22.26897108,44.55248068,22.20483503
40081,"Lincoln Co., Oklahoma",Evangelical Hubs,4,82477F,646,103400,1982,1833,47011,82.14102783,17.04087709,50.60629515,18.09690467
40085,"Love Co., Oklahoma",Evangelical Hubs,4,82477F,718,94600,1979,585,48312,70.71955352,16.42971937,44.12165229,18.28407261
40089,"McCurtain Co., Oklahoma",Evangelical Hubs,4,82477F,-451,78000,1980,1748,32092,62.582297,20.76654529,44.2450824,24.52018987
40093,"Major Co., Oklahoma",Evangelical Hubs,4,82477F,117,94000,1973,1405,49929,85.12933836,15.46358678,51.5708358,16.09149935
40097,"Mayes Co., Oklahoma",Evangelical Hubs,4,82477F,-156,106700,1981,1355,45343,64.756482,17.03400788,49.82165338,22.63383773
40099,"Murray Co., Oklahoma",Evangelical Hubs,4,82477F,465,107100,1980,506,46602,72.12878077,16.02680188,46.66869486,17.85267878
40101,"Muskogee Co., Oklahoma",Evangelical Hubs,4,82477F,-2626,97700,1975,1866,38692,56.07503691,19.22414741,50.36136285,20.89600732
40103,"Noble Co., Oklahoma",Evangelical Hubs,4,82477F,-272,94800,1971,1365,57383,81.27161479,14.47168583,59.76878613,16.13584276
40105,"Nowata Co., Oklahoma",Evangelical Hubs,4,82477F,-318,81600,1974,809,41183,66.8251504,18.59028703,48.94157494,20.16971329
40107,"Okfuskee Co., Oklahoma",Evangelical Hubs,4,82477F,-93,79100,1976,841,37551,61.45799012,18.74176548,44.86921529,23.74149352
40111,"Okmulgee Co., Oklahoma",Evangelical Hubs,4,82477F,-1734,80300,1973,1259,42811,62.41972772,17.49378451,56.28213727,20.40539983
40113,"Osage Co., Oklahoma",Evangelical Hubs,4,82477F,-462,110100,1978,2061,47084,63.29049605,14.98281415,52.48441511,18.83778072
40115,"Ottawa Co., Oklahoma",Evangelical Hubs,4,82477F,-673,84300,1973,1095,38168,64.91440981,18.53301906,48.94146949,22.95738854
40117,"Pawnee Co., Oklahoma",Evangelical Hubs,4,82477F,-189,87500,1976,981,46570,76.851627,16.61538462,51.17937466,18.77964503
40121,"Pittsburg Co., Oklahoma",Evangelical Hubs,4,82477F,-1960,98400,1978,1683,44194,69.61117147,16.48351648,51.29852744,22.59845668
40125,"Pottawatomie Co., Oklahoma",Evangelical Hubs,4,82477F,3236,108400,1978,1633,48103,72.46282502,16.49552146,55.90396589,19.24838736
40127,"Pushmataha Co., Oklahoma",Evangelical Hubs,4,82477F,-399,73400,1980,874,35695,70.89411975,19.89584566,50.02141328,22.85042801
40129,"Roger Mills Co., Oklahoma",Evangelical Hubs,4,82477F,9,106100,1969,1367,51695,83.23466093,15.35836178,50.13020833,16.46277564
40133,"Seminole Co., Oklahoma",Evangelical Hubs,4,82477F,-904,71200,1974,1146,36780,64.35404775,18.8550524,52.88343558,23.25152313
40135,"Sequoyah Co., Oklahoma",Evangelical Hubs,4,82477F,-1260,92500,1983,1148,37755,62.85271017,19.85775503,48.04299331,24.70758659
40137,"Stephens Co., Oklahoma",Evangelical Hubs,4,82477F,-1783,104000,1974,1522,47637,80.08400259,16.16537118,50.23041475,19.37933916
40147,"Washington Co., Oklahoma",Evangelical Hubs,4,82477F,866,112600,1971,829,51691,72.96079489,15.21431823,58.01680944,15.69274837
40149,"Washita Co., Oklahoma",Evangelical Hubs,4,82477F,-502,80200,1959,1852,44970,83.24052452,17.04980843,50.69575028,17.04501948
40153,"Woodward Co., Oklahoma",Evangelical Hubs,4,82477F,141,123000,1976,1632,52345,79.94525637,14.70924977,52.15623895,16.67653719
45021,"Cherokee Co., South Carolina",Evangelical Hubs,4,82477F,1590,94300,1983,1118,34962,72.78522021,11.88020755,49.10365766,21.17130735
45047,"Greenwood Co., South Carolina",Evangelical Hubs,4,82477F,1030,116300,1977,1158,42740,59.42719068,13.5075544,58.48608887,21.79655528
45059,"Laurens Co., South Carolina",Evangelical Hubs,4,82477F,459,87400,1982,1669,41695,67.94518909,11.9622663,51.85112635,21.60554548
45073,"Oconee Co., South Carolina",Evangelical Hubs,4,82477F,4099,153300,1987,2199,51087,84.42215608,14.21599577,54.75052918,15.08284652
45083,"Spartanburg Co., South Carolina",Evangelical Hubs,4,82477F,29571,128000,1983,3461,51035,68.33575577,12.58863739,61.09950169,18.47528179
47005,"Benton Co., Tennessee",Evangelical Hubs,4,82477F,-307,88700,1982,772,36034,92.90003753,11.81180355,44.27235535,21.20456325
47017,"Carroll Co., Tennessee",Evangelical Hubs,4,82477F,-466,86800,1975,1067,41492,84.61234745,9.909485197,48.98648649,21.55977206
47023,"Chester Co., Tennessee",Evangelical Hubs,4,82477F,131,113800,1989,580,45261,85.63000175,11.6444579,55.34302474,19.68592165
47025,"Claiborne Co., Tennessee",Evangelical Hubs,4,82477F,-456,102700,1983,985,37886,95.20706128,10.07244301,48.69530838,20.68163444
47031,"Coffee Co., Tennessee",Evangelical Hubs,4,82477F,2897,118000,1981,1032,48188,88.84144347,10.83755948,50.28729028,19.99028128
47039,"Decatur Co., Tennessee",Evangelical Hubs,4,82477F,-44,91800,1979,666,38988,91.6432644,12.14021727,49.03691814,19.87696534
47041,"DeKalb Co., Tennessee",Evangelical Hubs,4,82477F,1421,131100,1982,669,42080,88.04654443,12.8967999,36.50229837,20.91942153
47045,"Dyer Co., Tennessee",Evangelical Hubs,4,82477F,-1010,98100,1976,913,44549,79.93753837,9.850726853,52.63855156,21.64749923
47051,"Franklin Co., Tennessee",Evangelical Hubs,4,82477F,826,120600,1982,1032,49596,88.43272832,10.87879364,50.5559189,17.83413545
47053,"Gibson Co., Tennessee",Evangelical Hubs,4,82477F,-642,94800,1975,1335,42859,76.9501741,9.19882792,55.36436376,21.8932919
47055,"Giles Co., Tennessee",Evangelical Hubs,4,82477F,20,120400,1981,1166,47838,84.3950886,11.57441628,47.60809568,20.44071806
47059,"Greene Co., Tennessee",Evangelical Hubs,4,82477F,262,114600,1980,1585,40145,93.03424021,10.90623403,45.64923789,20.59199691
47067,"Hancock Co., Tennessee",Evangelical Hubs,4,82477F,-266,83500,1981,423,29689,96.96969697,11.84210526,39.35275081,23.78481877
47071,"Hardin Co., Tennessee",Evangelical Hubs,4,82477F,-236,107400,1983,1044,39318,91.65054554,11.58431848,48.33009366,22.65153936
47073,"Hawkins Co., Tennessee",Evangelical Hubs,4,82477F,-299,115400,1983,1125,41397,95.00699623,10.60968789,44.6303502,20.73554172
47077,"Henderson Co., Tennessee",Evangelical Hubs,4,82477F,67,92700,1984,1024,43806,87.79503441,11.09198446,46.62913238,21.8267425
47079,"Henry Co., Tennessee",Evangelical Hubs,4,82477F,9,97000,1981,1128,41756,87.20801233,11.65332575,46.08571429,21.49979085
47085,"Humphreys Co., Tennessee",Evangelical Hubs,4,82477F,-49,103000,1979,803,45866,92.50162303,9.767473764,42.02053197,18.76022323
47089,"Jefferson Co., Tennessee",Evangelical Hubs,4,82477F,2344,136700,1988,964,45556,92.19388893,10.87605295,50.15399983,17.90513984
47091,"Johnson Co., Tennessee",Evangelical Hubs,4,82477F,-462,114100,1982,482,36331,94.08173648,12.22084879,38.24185631,22.90598951
47099,"Lawrence Co., Tennessee",Evangelical Hubs,4,82477F,1883,98800,1981,1381,41505,93.75288045,11.47016843,46.35232217,20.26409518
47103,"Lincoln Co., Tennessee",Evangelical Hubs,4,82477F,763,117500,1981,1078,49295,86.89224023,11.15681043,42.96151337,22.23288224
47107,"McMinn Co., Tennessee",Evangelical Hubs,4,82477F,1006,123700,1979,1148,39860,89.16163928,10.4160195,46.62189829,20.68544835
47109,"McNairy Co., Tennessee",Evangelical Hubs,4,82477F,-245,87500,1980,1035,39407,89.87848023,11.90335597,48.10984913,23.02712156
47117,"Marshall Co., Tennessee",Evangelical Hubs,4,82477F,3075,119300,1985,802,52415,85.59412104,11.35485806,44.09683426,17.26650351
47121,"Meigs Co., Tennessee",Evangelical Hubs,4,82477F,538,118400,1990,433,45695,94.32383162,11.91259149,38.2693025,20.99255074
47123,"Monroe Co., Tennessee",Evangelical Hubs,4,82477F,1853,115200,1986,1190,43749,90.80449827,12.42802704,37.67356054,21.87854234
47131,"Obion Co., Tennessee",Evangelical Hubs,4,82477F,-1540,87600,1973,1059,38160,82.97186112,11.14066071,49.89348104,22.89051131
47139,"Polk Co., Tennessee",Evangelical Hubs,4,82477F,74,110900,1982,731,41191,95.00507251,10.84447145,43.37765957,19.87724238
47143,"Rhea Co., Tennessee",Evangelical Hubs,4,82477F,1244,114200,1983,645,43426,90.41326359,12.48395753,43.88252338,21.83305409
47161,"Stewart Co., Tennessee",Evangelical Hubs,4,82477F,248,130400,1988,727,48175,91.94309248,11.2126404,52.65334252,18.54318709
47177,"Warren Co., Tennessee",Evangelical Hubs,4,82477F,1054,108600,1977,952,37692,85.205776,13.64907588,41.79389313,21.70757775
47183,"Weakley Co., Tennessee",Evangelical Hubs,4,82477F,-1600,94300,1977,1217,39424,87.08042115,9.638136344,56.89271818,20.67475474
48009,"Archer Co., Texas",Evangelical Hubs,4,82477F,-269,125600,1979,751,58311,88.02361222,17.85663792,64.93649917,13.24828016
48011,"Armstrong Co., Texas",Evangelical Hubs,4,82477F,-9,128600,1963,599,55337,89.62213944,15.6420765,75.84415584,11.75416225
48049,"Brown Co., Texas",Evangelical Hubs,4,82477F,-182,95100,1976,1280,41538,71.58174126,17.05042558,52.18295218,18.92935387
48065,"Carson Co., Texas",Evangelical Hubs,4,82477F,-181,107800,1966,985,60668,85.49403183,15.03358356,71.48093842,12.5644681
48067,"Cass Co., Texas",Evangelical Hubs,4,82477F,-345,86200,1981,1534,40104,76.46608024,15.46212057,42.26380648,17.00989905
48077,"Clay Co., Texas",Evangelical Hubs,4,82477F,-298,87200,1976,1130,53438,89.82823146,17.52142059,56.89981096,14.43502103
48119,"Delta Co., Texas",Evangelical Hubs,4,82477F,118,73100,1978,443,41644,81.01170253,18.24240928,54.08450704,17.26600512
48133,"Eastland Co., Texas",Evangelical Hubs,4,82477F,-260,59800,1970,1317,39620,79.13204063,20.7519567,39.77395048,17.81098012
48147,"Fannin Co., Texas",Evangelical Hubs,4,82477F,1376,98200,1982,1570,50598,78.9728851,21.10685194,51.89142717,17.02340475
48179,"Gray Co., Texas",Evangelical Hubs,4,82477F,-642,71700,1960,1094,46599,63.24317086,22.39210709,46.07245912,18.92339084
48181,"Grayson Co., Texas",Evangelical Hubs,4,82477F,13116,116600,1978,2442,54431,75.6138478,19.44287669,58.70974276,16.49546909
48211,"Hemphill Co., Texas",Evangelical Hubs,4,82477F,18,130700,1976,556,64338,63.81709742,20.26032824,51.91919192,16.4821524
48223,"Hopkins Co., Texas",Evangelical Hubs,4,82477F,1649,97200,1979,1394,44925,73.30666374,21.227147,52.01990286,17.94742611
